歓迎会,,,,,,
看護師,,,,,,
患者,,,,,,
勘定,,,,,,
感染,,,,,,
官庁街,,,,,,
監督,,,,,,
看病,,,,,,
管理,,,,,,
管理職,,,,,,
〜機,,,,,,
〜器,,,,,,
気が合う,,,,,,
危害,,,,,,
気が多い,,,,,,
気が重い,,,,,,
気が利く,,,,,,
気が進まない,,,,,,
気が済む,,,,,,
気が小さい,,,,,,
気が早い,,,,,,
気が短い,,,,,,
気が向く,,,,,,
気軽,,,,,,
〜機関,,,,,,
期間中,,,,,,
〜危機,,,,,,
危機感,,,,,,
効く,,,,,,
機嫌,,,,,,
危険性,,,,,,
気候,,,,,,
気候変動,,,,,,
既婚者,,,,,,
岸,,,,,,
記事,,,,,,
技術的,,,,,,
築く,,,,,,
貴族,,,,,,
規則正しい,,,,,,
貴重,,,,,,
気遣い,,,,,,
きっかけ,,,,,,
ぎっしり,,,,,,
きっぱり,,,,,,
起動,,,,,,
気に入る,,,,,,
気に掛かる,,,,,,
気に食わない,,,,,,
気にする,,,,,,
〜機能,,,,,,
気の毒,,,,,,
きびきび,,briskly/ energetically,,,,
寄付金,,,,,,
規模,,,,,,
希望,,,,,,
気まぐれ,,,,,,
気まずい,,,,,,
期末試験,,,,,,
決まって,,,,,,
〜気味,,,,,,
逆〜,,,,,,
客席,,,,,,
球,,,,,,
旧〜,,,,,,
急〜,,,,,,
休暇,,,,,,
急カーブ,,,,,,
休業,,,,,,
休憩,,,,,,
休講,,,,,,
救済,,,,,,
旧市街,,,,,,
急上昇,,,,,,
旧姓,,,,,,
急接近,,,,,,
休息,,,,,,
旧体制,,,,,,
急展開,,,,,,
急テンポ,,,,,,
牛乳パック,,,,,,
急ブレーキ,,,,,,
休養,,,,,,
給料,,,,,,
器用,,,,,,
〜業,,,,,,
教育実習,,,,,,
教員,,,,,,
強化,,,,,,
教科書,,,,,,
競技,,,,,,
競技場,,,,,,
供給,,,,,,
教師,,,,,,
行事,,,,,,
教授,,,,,,
業績,,accomplishment,,,,
競争率,,,,,,
興味深い,,,,,,
行列,,,,,,
許可証,,,,,,
曲,,,,,,
距離,,,,,,
嫌う,,,,,,
気楽,,carefree,,,,
霧,,,,,,
議論,,,,,,
極めて,,,,,,
気を落とす,,,,,,
気を遣う,,,,,,
気を取られる,,,,,,
菌,,fungus,,,,
〜金,,,,,,
金額,,,,,,
銀行口座,,,,,,
金属製,,,,,,
緊張,,,,,,
緊張感,,,,,,
金融界,,,,,,
金融危機,,,,,,
〜具,,,,,,
クイズ番組,,,,,,
食う,,,,,,
空間,,,,,,
偶然,,,,,,
茎,,,,,,
腐る,,,,,,
くし,,comb,,,,
くしゃみ,,,,,,
苦情,,complaint,,,,
崩す,,,,,,
〜崩れ,,,,,,
具体性,,,,,,
具体的,,,,,,
くたくた,,exhausted,,,,
くたびれる,,be exhausted,,,,
くだらない,,,,,,
下り電車,,,,,,
口がうまい,,,,,,
口が重い,,,,,,
口が堅い,,tight-lipped,,,,
口が軽い,,be a blabbermouth,,,,
口が滑る,,,,,,
口に合う,,,,,,
口にする,,,,,,
口に出す,,say,,,,
ぐちゃぐちゃ,,messy,,,,
口を出す,,have one’s say (in an unconnected matter)/ interfere,,,,
苦痛,,,,,,
くっきり,,clearly,,,,
ぐったり,,dead-tired,,,,
ぐっと,,much,,,,
くつろぐ,,relax,,,,
くどい,,long-winded/ greasy/ gaudy,,,,
首にする,,,,,,
首になる,,,,,,
クマ,,bear,,,,
組み〜,,,,,,
組み合わせる,,,,,,
組み込む,,,,,,
組み立て式,,,,,,
組み立てる,,,,,,
悔やむ,,,,,,
くよくよ,,brooding over,,,,
暮らしぶり,,,,,,
グラフ,,graph,,,,
狂う,,,,,,
苦しみ,,,,,,
苦しむ,,,,,,
くるむ,,wrap,,,,
クレーム,,claim,,,,
暮れる,,,,,,
黒字,,surplus,,,,
加える,,,,,,
詳しい,,,,,,
加わる,,,,,,
訓練,,,,,,
軽〜,,,,,,
〜計,,,,,,
敬意,,,,,,
経営,,,,,,
経営方針,,management policy,,,,
経過,,,,,,
警戒,,,,,,
景気,,,,,,
契機,,,,,,
軽金属,,,,,,
軽減,,,,,,
敬語,,,,,,
軽工業,,,,,,
経済危機,,,,,,
計算,,,,,,
計算違い,,,,,,
形式的,,,,,,
携帯電話,,,,,,
携帯用,,,,,,
毛糸,,,,,,
芸能界,,,,,,
軽犯罪,,,,,,
警備員,,,,,,
〜警報,,,,,,
外科,,,,,,
劇場,,,,,,
下車,,,,,,
下旬,,,,,,
下水道,,,,,,
削る,,,,,,
けち,,stingy,,,,
血圧,,,,,,
血圧計,,,,,,
月給,,,,,,
結局,,,,,,
結構,,,,,,
結婚相手,,,,,,
傑作,,,,,,
決して,,,,,,
月末,,,,,,
けなす,,belittle,,,,
険しい,,,,,,
〜券,,,,,,
現〜,,,,,,
謙虚,,,,,,
現金,,,,,,
検索,,,,,,
原産,,,,,,
現時点,,,,,,
研修,,,,,,
減少,,,,,,
現状,,,,,,
建設業,,,,,,
現代語,,,,,,
現代語訳,,,,,,
現代風,,,,,,
現段階,,,,,,
建築家,,,,,,
建築士,,,,,,
限定版,,,,,,
現場,,,,,,
憲法,,,,,,
権力,,,,,,
小〜,,,,,,
高〜,,,,,,
好〜,,,,,,
合意,,,,,,
強引,,,,,,
好印象,,,,,,
豪華,,,,,,
後悔,,,,,,
公害,,,,,,
高学歴,,,,,,
高カロリー,,,,,,
交換,,,,,,
高気圧,,,,,,
好奇心,,,,,,
高機能,,,,,,
公共政策,,,,,,
航空券,,,,,,
工芸,,,,,,
高血圧,,,,,,
貢献,,,,,,
広告,,,,,,
広告費,,,,,,
交際,,,,,,
交際費,,,,,,
子ウサギ,,,,,,
講師,,lecturer,,,,
子牛,,,,,,
交渉,,negotiation,,,,
向上,,,,,,
降水量,,amount of rainfall,,,,
高性能,,,,,,
高速バス,,,,,,
好対照,,good contrast,,,,
交通機関,,,,,,
交通事故,,,,,,
高度,,,,,,
強盗,,,,,,
強盗事件,,,,,,
光熱費,,utility costs,,,,
後輩,,,,,,
紅葉,,autumn color of leaves,,,,
効率,,,,,,
高齢化,,aging (of the population),,,,
超える,,,,,,
コーチ,,coach,,,,
誤解,,,,,,
焦がす,,,,,,
国語,,,,,,
国際欄,,,,,,
国際連合,,,,,,
国立大学,,,,,,
国連,,,,,,
焦げる,,burn,,,,
凍える,,,,,,
心が狭い,,,,,,
心が広い,,,,,,
心を痛める,,,,,,
心を込める,,,,,,
腰掛ける,,,,,,
こしょう,,pepper,,,,
故人,,deceased,,,,
個人〜,,,,,,
個人競技,,,,,,
個人旅行,,,,,,
コスト,,cost,,,,
国家,,,,,,
国会,,,,,,
小遣い帳,,,,,,
こつこつ,,steadily,,,,
骨折,,,,,,
古典,,,,,,
古典的,,,,,,
言葉遣い,,,,,,
子供扱い,,,,,,
子供連れ,,,,,,
好み,,,,,,
コピー,,,,,,
(ご)夫妻,,,,,,
こぼす,,spill,,,,
こぼれる,,overflow,,,,
コマーシャル,,commercial,,,,
コミュニケーション,,communication,,,,
〜込む,,into,,,,
小屋,,,,,,
娯楽,,,,,,
娯楽番組,,,,,,
殺し合う,,,,,,
殺す,,,,,,
今〜,,this 〜,,,,
今学期,,,,,,
今後,,,,,,
混雑,,,,,,
今シーズン,,,,,,
今世紀,,,,,,
献立,,,,,,
昆虫,,,,,,
コントロール,,control,,,,
今年度,,,,,,
婚約,,,,,,
混乱,,,,,,
